1	5.406737	5.431220	0.326000	0.313300
2	2.108949	2.173411	0.566000	0.556900
3	1.307363	1.320953	0.676000	0.666200
4	0.929840	0.947722	0.701000	0.680000
5	0.762425	0.761704	0.765000	0.757800
6	0.685371	0.694445	0.780000	0.766000
7	0.653774	0.663848	0.797000	0.789400
8	0.631393	0.651363	0.795000	0.783100
9	0.615492	0.632746	0.801000	0.798700
10	0.607192	0.633759	0.811000	0.797300
11	0.597098	0.622038	0.810000	0.804500
12	0.589690	0.616200	0.821000	0.801500
13	0.577510	0.605363	0.823000	0.812300
14	0.570012	0.603332	0.825000	0.811100
15	0.560642	0.593201	0.833000	0.818400
16	0.555162	0.580135	0.837000	0.824000
17	0.546570	0.581351	0.835000	0.824300
18	0.542932	0.580511	0.829000	0.821000
19	0.539471	0.576914	0.838000	0.826800
20	0.538845	0.573794	0.838000	0.824600
21	0.524468	0.566464	0.840000	0.828600
22	0.524117	0.571169	0.838000	0.824000
23	0.517978	0.563137	0.842000	0.830600
24	0.516991	0.564633	0.838000	0.828000
25	0.508100	0.556765	0.842000	0.832600
26	0.509315	0.558438	0.843000	0.830800
27	0.502489	0.551318	0.846000	0.835100
28	0.503571	0.556858	0.841000	0.832000
29	0.496849	0.548992	0.846000	0.836200
30	0.497819	0.552658	0.845000	0.837000
31	0.490749	0.547429	0.850000	0.836100
32	0.491663	0.546863	0.847000	0.837300
33	0.485168	0.544061	0.852000	0.837300
34	0.485868	0.544296	0.851000	0.838400
35	0.481567	0.539423	0.850000	0.840800
36	0.481809	0.543230	0.853000	0.838900
37	0.478682	0.540846	0.850000	0.840400
38	0.476447	0.540787	0.853000	0.838600
39	0.474273	0.540429	0.853000	0.839600
40	0.472195	0.538942	0.854000	0.839300
41	0.469601	0.537511	0.856000	0.841500
42	0.467619	0.535300	0.857000	0.841500
43	0.465435	0.539234	0.860000	0.840200
44	0.461548	0.534029	0.863000	0.841800
45	0.461388	0.535216	0.861000	0.841700
46	0.458846	0.532696	0.859000	0.842600
47	0.456642	0.533723	0.858000	0.842300
48	0.455557	0.532576	0.859000	0.842400
49	0.453328	0.535001	0.858000	0.842700
