1	4.737219	4.912370	0.130000	0.132200
2	3.777103	3.923620	0.176000	0.144700
3	3.529476	3.620705	0.145000	0.143100
4	3.178424	3.262443	0.190000	0.163000
5	2.925889	2.962098	0.170000	0.157100
6	2.788332	2.823124	0.189000	0.166400
7	2.727125	2.765009	0.169000	0.169000
8	2.626022	2.667509	0.203000	0.181000
