1	4.047726	4.075748	0.161000	0.149200
2	2.831898	2.918595	0.123000	0.109000
3	2.717877	2.815518	0.126000	0.098500
4	2.638213	2.736439	0.123000	0.100800
5	2.610878	2.708138	0.134000	0.107200
6	2.600804	2.706728	0.138000	0.111300
7	2.555426	2.658031	0.148000	0.114100
8	2.526916	2.631292	0.145000	0.117000
9	2.522880	2.628909	0.145000	0.116500
10	2.497145	2.602087	0.157000	0.124800
11	2.438035	2.550395	0.162000	0.135800
12	2.437608	2.544462	0.155000	0.130000
13	2.369494	2.477800	0.178000	0.145900
14	2.386423	2.498818	0.165000	0.140900
15	2.345499	2.451424	0.171000	0.147700
16	2.318330	2.427324	0.181000	0.151100
17	2.279071	2.391131	0.208000	0.168800
18	2.279176	2.394594	0.216000	0.178300
19	2.247730	2.364556	0.222000	0.188400
20	2.225011	2.340323	0.231000	0.192800
21	2.221479	2.336101	0.226000	0.191700
22	2.199170	2.310700	0.235000	0.191700
23	2.197636	2.312407	0.231000	0.192000
24	2.172807	2.282973	0.238000	0.197300
25	2.153985	2.265813	0.246000	0.214000
26	2.159852	2.270007	0.241000	0.196800
27	2.114239	2.223825	0.267000	0.224300
28	2.116825	2.231297	0.255000	0.219900
29	2.091992	2.202825	0.277000	0.232100
30	2.087200	2.201290	0.281000	0.237900
31	2.072940	2.184283	0.285000	0.240800
32	2.062172	2.171690	0.286000	0.244300
33	2.059296	2.170900	0.293000	0.254900
34	2.042284	2.153647	0.293000	0.252100
35	2.028015	2.132893	0.293000	0.259800
36	2.029652	2.139531	0.296000	0.253500
37	2.006677	2.112111	0.302000	0.266300
38	2.019848	2.123888	0.289000	0.259600
39	2.006431	2.114257	0.298000	0.264300
40	1.986199	2.096226	0.308000	0.269800
41	1.987154	2.097337	0.310000	0.273700
42	1.981951	2.087863	0.312000	0.268500
43	1.974797	2.083603	0.314000	0.266500
44	1.967069	2.073172	0.316000	0.275600
45	1.960713	2.065543	0.314000	0.275100
46	1.953315	2.062650	0.319000	0.279200
47	1.937559	2.042259	0.329000	0.285000
48	1.953410	2.064856	0.316000	0.280500
49	1.932618	2.039053	0.328000	0.284300
