1	3.693688	3.750933	0.094000	0.082600
2	2.985772	3.032720	0.128000	0.112200
3	2.841097	2.898378	0.126000	0.105900
4	2.720746	2.777714	0.163000	0.141500
5	2.642698	2.705638	0.170000	0.142600
6	2.576120	2.634565	0.190000	0.155200
7	2.501791	2.569463	0.211000	0.168500
8	2.446826	2.515877	0.203000	0.174200
9	2.399038	2.469866	0.230000	0.191000
10	2.363239	2.433075	0.227000	0.193500
11	2.295042	2.375379	0.263000	0.213100
12	2.278802	2.350467	0.249000	0.217000
13	2.230322	2.317415	0.265000	0.229300
14	2.195507	2.271439	0.277000	0.233000
15	2.153519	2.244642	0.291000	0.255300
16	2.124296	2.210166	0.297000	0.252400
17	2.099544	2.191669	0.305000	0.270300
18	2.062322	2.149110	0.315000	0.275100
19	2.050897	2.142626	0.320000	0.282500
20	2.013051	2.104213	0.333000	0.293400
21	1.996097	2.091104	0.347000	0.294100
22	1.964855	2.060397	0.357000	0.301900
23	1.936918	2.030187	0.345000	0.304900
24	1.925253	2.016997	0.360000	0.314400
25	1.889572	1.984464	0.366000	0.324100
26	1.879825	1.975712	0.374000	0.322200
27	1.855369	1.945646	0.370000	0.331600
28	1.842112	1.934902	0.392000	0.338200
29	1.832188	1.922642	0.373000	0.340400
30	1.819577	1.911879	0.396000	0.340700
31	1.799055	1.889281	0.395000	0.345000
32	1.785467	1.880564	0.408000	0.353500
33	1.770102	1.864931	0.398000	0.356300
34	1.760064	1.853284	0.400000	0.358000
35	1.746348	1.842919	0.413000	0.364400
36	1.734772	1.826448	0.410000	0.367800
37	1.724725	1.827415	0.420000	0.372000
38	1.710042	1.807230	0.424000	0.378900
39	1.708445	1.805380	0.427000	0.380300
40	1.694497	1.786798	0.424000	0.379900
41	1.689917	1.787837	0.434000	0.382500
42	1.678167	1.771597	0.437000	0.389200
43	1.683653	1.781429	0.428000	0.383400
44	1.664646	1.757643	0.434000	0.390300
45	1.664653	1.760976	0.431000	0.388300
46	1.650226	1.743514	0.436000	0.396300
47	1.642720	1.740170	0.443000	0.402800
48	1.629994	1.720936	0.441000	0.404500
49	1.633801	1.725293	0.435000	0.399000
