1	1.908881	1.929022	0.377000	0.368400
2	1.627230	1.627803	0.623000	0.626800
3	1.440643	1.441074	0.579000	0.596900
4	1.310731	1.312891	0.721000	0.726400
5	1.201641	1.199390	0.694000	0.704800
6	1.114545	1.116589	0.745000	0.747400
7	1.041867	1.038724	0.733000	0.744700
8	0.981020	0.983355	0.766000	0.761000
9	0.931565	0.928826	0.770000	0.766500
10	0.887416	0.889286	0.779000	0.772300
11	0.853522	0.852501	0.783000	0.781800
12	0.822701	0.825001	0.786000	0.780000
13	0.796104	0.797376	0.792000	0.790300
14	0.773423	0.777223	0.794000	0.787500
15	0.752206	0.755441	0.802000	0.798800
16	0.736108	0.741772	0.795000	0.793000
17	0.717074	0.720929	0.817000	0.803900
18	0.704569	0.712442	0.805000	0.799700
19	0.689770	0.695013	0.820000	0.809000
20	0.679742	0.688707	0.808000	0.804000
21	0.665673	0.672574	0.824000	0.812300
22	0.656255	0.668305	0.819000	0.809000
23	0.643858	0.654871	0.827000	0.815300
24	0.635845	0.650031	0.828000	0.813400
25	0.625053	0.639328	0.829000	0.816700
26	0.618572	0.635719	0.828000	0.815900
27	0.608617	0.625057	0.836000	0.820400
28	0.603371	0.623774	0.830000	0.817800
29	0.593310	0.611522	0.842000	0.822200
30	0.587901	0.610824	0.839000	0.819600
31	0.579262	0.598815	0.845000	0.825500
32	0.575038	0.599790	0.843000	0.822200
33	0.566678	0.590959	0.843000	0.824400
34	0.561104	0.588455	0.847000	0.824100
35	0.557932	0.587162	0.844000	0.824400
36	0.551185	0.581651	0.849000	0.825100
37	0.544932	0.577864	0.846000	0.828200
38	0.540343	0.573807	0.849000	0.826700
39	0.536418	0.571006	0.846000	0.828500
40	0.530288	0.565431	0.854000	0.829800
41	0.526747	0.565676	0.845000	0.829300
42	0.521108	0.559813	0.853000	0.831900
43	0.517743	0.560939	0.844000	0.830600
44	0.512584	0.554108	0.854000	0.832800
45	0.506714	0.552796	0.850000	0.834500
46	0.499029	0.546319	0.856000	0.835500
47	0.493025	0.537032	0.854000	0.837600
48	0.487339	0.537228	0.856000	0.837900
49	0.486113	0.540144	0.858000	0.837800
