1	3.371994	3.408918	0.117000	0.108600
2	2.760629	2.768150	0.116000	0.121100
3	2.651789	2.643179	0.105000	0.117600
4	2.594426	2.594474	0.129000	0.132600
5	2.558615	2.558606	0.129000	0.133300
6	2.525158	2.526910	0.143000	0.146400
7	2.503825	2.500636	0.159000	0.156300
8	2.458989	2.463317	0.161000	0.167700
9	2.440791	2.442545	0.179000	0.174300
10	2.393658	2.396374	0.176000	0.188300
11	2.376425	2.378786	0.194000	0.194100
12	2.340265	2.337460	0.198000	0.199700
13	2.333760	2.340976	0.220000	0.211500
14	2.303684	2.308316	0.223000	0.218500
15	2.285111	2.292984	0.232000	0.225000
16	2.252958	2.257923	0.222000	0.230100
17	2.248744	2.253663	0.248000	0.240400
18	2.219412	2.226695	0.255000	0.245900
19	2.195967	2.209852	0.254000	0.250000
20	2.193892	2.199506	0.271000	0.259400
21	2.167644	2.182028	0.269000	0.262300
22	2.147706	2.161182	0.271000	0.266200
23	2.147770	2.159985	0.280000	0.269300
24	2.116651	2.132090	0.280000	0.267700
25	2.107597	2.121353	0.304000	0.281400
26	2.087336	2.102663	0.300000	0.279400
27	2.081324	2.098657	0.306000	0.285500
28	2.065036	2.078986	0.311000	0.291600
29	2.059660	2.081315	0.303000	0.285100
30	2.046589	2.060419	0.321000	0.297700
31	2.042920	2.065253	0.313000	0.291100
32	2.016003	2.030613	0.328000	0.306900
33	2.008404	2.034107	0.324000	0.305000
34	1.992087	2.011247	0.341000	0.314500
35	1.990727	2.016316	0.331000	0.310200
36	1.964218	1.986632	0.337000	0.315400
37	1.963608	1.993617	0.344000	0.318700
38	1.944569	1.973999	0.351000	0.325200
39	1.936292	1.966386	0.352000	0.325100
40	1.934277	1.964190	0.349000	0.327100
41	1.918444	1.951166	0.351000	0.332700
42	1.903398	1.931238	0.369000	0.344200
43	1.898568	1.935360	0.355000	0.332000
44	1.878576	1.912752	0.370000	0.346100
45	1.868303	1.906732	0.373000	0.338300
46	1.861598	1.896238	0.374000	0.350900
47	1.860402	1.895668	0.378000	0.349200
48	1.842190	1.882745	0.376000	0.351200
49	1.825148	1.867076	0.390000	0.358600
