1	3.106366	3.164251	0.144000	0.132200
2	2.868409	2.907257	0.135000	0.139700
3	2.773240	2.820552	0.163000	0.144400
4	2.659123	2.696796	0.184000	0.163100
5	2.594865	2.641089	0.198000	0.171100
6	2.508612	2.544267	0.197000	0.185800
7	2.435859	2.481727	0.219000	0.197000
8	2.372690	2.407873	0.219000	0.217900
9	2.306913	2.353111	0.244000	0.229100
10	2.249250	2.280974	0.250000	0.246000
11	2.202537	2.247884	0.269000	0.249800
12	2.150028	2.186004	0.273000	0.274600
13	2.105463	2.144384	0.280000	0.283100
14	2.063762	2.091735	0.300000	0.294600
15	2.031562	2.068781	0.298000	0.301200
16	1.987067	2.022457	0.328000	0.316400
17	1.962529	1.999185	0.328000	0.321900
